regulon_name,regulated_genes,regulated_operon,regulated_tu,total_of_regulatory_interaction,total_of_binding_sites,geneId,leftEndPos,rightEndPos,strand,geneSynonyms,otherDbsGeneIds,productId,productName,productSynonyms,otherDbsProductsIds 
cpxq,3,1,2,4,1,RDBECOLIGNC02731,4106330.0,4106387.0,forward,G0-16649,[ECOCYC:G0-16649][REFSEQ:b4716],RDBECOLIPDC04165,small regulatory RNA CpxQ,CpxQ,[ECOCYC:RNA0-389] 
sdsn,3,1,1,3,3,RDBECOLIGNC02708,1996921.0,1997057.0,forward,G0-10699,[ECOCYC:G0-10699][REFSEQ:b4719],RDBECOLIPDC04154,small regulatory RNA SdsN,SdsN,[ECOCYC:RNA0-361] 
dicf,4,0,0,4,4,RDBECOLIGNC02552,1649382.0,1649434.0,forward,EG31115,[ASAP:ABE-0005257][ECHOBASE:EB4278][OU-MICROARRAY:b1574][CGSC:32240][ECOCYC:EG31115][REFSEQ:b1574],RDBECOLIPDC00328,Qin prophage; small regulatory RNA DicF,DicF,[ECOLIWIKI:b1574][ECOCYC:DICF-RNA] 
dsra,9,4,4,4,4,RDBECOLIGNC03894,2025223.0,2025313.0,reverse,G7047,[ASAP:ABE-0006490][ECHOBASE:EB4281][OU-MICROARRAY:b1954][ECOCYC:G7047][REFSEQ:b1954],RDBECOLIPDC00358,small regulatory RNA DsrA,"DsrA,DsrA small regulatory RNA; riboregulator of RpoS and H-NS production",[ECOLIWIKI:b1954][ECOCYC:DSRA-RNA] 
srag,1,0,0,1,1,RDBECOLIGNC02873,3311183.0,3311398.0,forward,"psrA15,p3,psrO,G0-8870",[ASAP:ABE-0047269][ECHOBASE:EB4536][ECOCYC:G0-8870][REFSEQ:b4449],RDBECOLIPDC04279,small regulatory RNA SraG,"SraG,PsrA15,P3,PsrO",[ECOLIWIKI:b4449][ECOCYC:SRAG-RNA] 
sdhx,6,1,1,3,3,RDBECOLIGNC02812,765050.0,765150.0,forward,"rybD,G0-17009",[ECOCYC:G0-17009][REFSEQ:b4764],RDBECOLIPDC04176,small regulatory RNA SdhX,"SdhX,RybD",[ECOCYC:RNA0-403] 
agrb,1,1,1,1,1,RDBECOLIGNC02722,3648294.0,3648375.0,forward,G0-10752,[ECOCYC:G0-10752][REFSEQ:b4713],RDBECOLIPDC04160,small regulatory RNA AgrB,AgrB,[ECOCYC:RNA0-380] 
sibc,1,1,1,1,0,RDBECOLIGNC02888,3056851.0,3056991.0,forward,"QUAD1c,t27,rygC,G0-8886",[ASAP:ABE-0047266][ECHOBASE:EB4532][ECOCYC:G0-8886][REFSEQ:b4446],RDBECOLIPDC04233,small regulatory RNA antitoxin SibC,"RygC,QUAD1c,T27,SibC",[ECOLIWIKI:b4446][ECOCYC:RYGC-RNA] 
malh,1,0,0,1,1,RDBECOLIGNC02856,4242531.0,4242633.0,reverse,G0-17082,[ECOCYC:G0-17082][REFSEQ:b4807],RDBECOLIPDC04183,small regulatory RNA MalH,MalH,[ECOCYC:RNA0-410] 
c0293,2,1,1,2,2,RDBECOLIGNC02897,1196711.0,1196782.0,forward,G0-8897,[ECOCYC:G0-8897][REFSEQ:b4806],RDBECOLIPDC04182,e14 prophage; small regulatory RNA C0293,C0293,[ECOCYC:RNA0-409] 
glmz,2,1,2,2,1,RDBECOLIGNC02876,3986432.0,3986603.0,forward,"psrA20,sraJ,k19,ryiA,G0-8873",[ASAP:ABE-0047274][ECHOBASE:EB4539][ECOCYC:G0-8873][REFSEQ:b4456],RDBECOLIPDC04282,small regulatory RNA GlmZ,"SraJ,PsrA20,RyiA,K19,GlmZ",[ECOCYC:SRAJ-RNA] 
gady,2,1,1,1,1,RDBECOLIGNC02913,3664864.0,3664969.0,forward,"IS183,G0-8914",[ASAP:ABE-0047272][ECHOBASE:EB4538][ECOCYC:G0-8914][REFSEQ:b4452],RDBECOLIPDC03413,small regulatory RNA GadY,"IS183,GadY",[ECOLIWIKI:b4452][ECOCYC:IS183-RNA] 
istr-1,1,1,1,1,1,RDBECOLIGNC02567,3853118.0,3853192.0,reverse,G0-10202,[ECOCYC:G0-10202],,,, 
ohsc,1,1,1,1,1,RDBECOLIGNC02659,2700520.0,2700598.0,forward,"ryfC,G0-10598",[ECOCYC:G0-10598][REFSEQ:b4608],RDBECOLIPDC04144,small regulatory RNA OhsC,"RyfC,OhsC",[ECOLIWIKI:b4608][ECOCYC:RNA0-330] 
azur,2,0,0,2,2,RDBECOLIGNC04737,1987843.0,1988001.0,reverse,"isrB,IS092,G0-8904,G0-17112",[ASAP:ABE-0047254][ECHOBASE:EB4518][ECOCYC:G0-17112][REFSEQ:b4434],RDBECOLIPDC04654,small regulatory RNA AzuR,AzuR,[ECOCYC:RNA0-430] 
fimr2,5,0,0,5,5,RDBECOLIGNC04739,4543674.0,4543708.0,forward,G0-17115,[ECOCYC:G0-17115][REFSEQ:b4838],RDBECOLIPDC04657,small regulatory RNA FimR2,"FimR2,sRNA_35",[ECOCYC:RNA0-432] 
glnz,2,0,0,2,2,RDBECOLIGNC04740,4056428.0,4056621.0,reverse,G0-17117,[ECOCYC:G0-17117][REFSEQ:b4836],RDBECOLIPDC04658,small regulatory RNA GlnZ,"glnA 3<sup>A</sup> UTR,GlnZ",[ECOCYC:RNA0-434] 
asflhd,1,0,0,1,1,RDBECOLIGNC04741,1978176.0,1978395.0,forward,G0-17119,[ECOCYC:G0-17119][REFSEQ:b4839],RDBECOLIPDC04659,small antisense RNA AsflhD,AsflhD,[ECOCYC:RNA0-435] 
stfz,1,0,0,1,1,RDBECOLIGNC04742,104948.0,105499.0,reverse,G0-17120,[ECOCYC:G0-17120][REFSEQ:b4840],RDBECOLIPDC04660,small antisense RNA StfZ,StfZ,[ECOCYC:RNA0-436] 
amef,2,0,0,1,1,RDBECOLIGNC04746,2911051.0,2911450.0,forward,G0-17125,[ECOCYC:G0-17125][REFSEQ:b4844],RDBECOLIPDC04664,small antisense RNA aMEF,aMEF,[ECOCYC:RNA0-440] 
